loan_id,customer_id,product_id,location_id,application_date_id,approval_date_id,loan_amount_requested,loan_amount_approved,approval_status,rejection_reason,interest_rate,interest_rate_type,loan_term_months,monthly_payment,outstanding_balance,total_paid,is_secured,collateral_type,collateral_value,credit_score_at_application,loan_status,missed_payments_count,days_past_due
2322,4987,8,2,20230803,20230817.0,351059.05,329395.54,Approved,,4.89,Fixed,240,2153.9,258708.37,70687.17,True,Property,401992.04,742,Paid Off,0,0
2323,2256,9,12,20230815,20230907.0,283402.47,259481.12,Approved,,6.99,Variable,0,,246624.33,12856.79,True,Property,475754.16,716,Current,0,0
2324,2027,7,36,20220818,,32836.95,,Rejected,High Debt-to-Income Ratio,,Fixed,48,,,,False,,,813,,0,0
2325,2114,8,50,20220919,20221001.0,1021285.7,984751.0,Approved,,4.99,Fixed,300,5751.02,930268.8,54482.2,True,Property,1157239.18,679,Current,0,0
2326,4936,9,47,20220622,20220625.0,163857.53,147044.28,Approved,,6.47,Variable,0,,124761.65,22282.63,True,Property,286859.77,733,Current,0,0
2327,4727,9,20,20230301,20230302.0,225506.33,211174.3,Approved,,5.48,Variable,0,,202388.35,8785.95,True,Property,501716.12,592,Current,0,0
2328,2451,7,42,20230223,20230304.0,21995.26,19455.44,Approved,,6.34,Fixed,48,459.95,15273.53,4181.91,False,,,649,Current,0,0
2329,926,7,12,20220918,20220926.0,18058.66,16690.31,Approved,,8.39,Fixed,60,341.54,14591.84,2098.47,False,,,735,Current,0,0
2330,488,7,2,20230817,20230818.0,22769.39,20313.61,Approved,,10.86,Fixed,36,663.7,14840.71,5472.9,False,,,747,Current,0,0
2331,2584,7,9,20230513,,7216.89,,Rejected,Employment History,,Fixed,48,,,,False,,,656,,0,0
2332,2851,8,3,20221002,20221017.0,1169712.63,1068419.49,Approved,,6.14,Fixed,300,6975.57,752106.95,316312.54,True,Property,1380128.47,674,Defaulted,0,0
2333,4817,8,13,20220430,20220524.0,1195924.38,1118537.81,Approved,,5.81,Fixed,300,7077.41,791330.51,327207.3,True,Property,1391508.75,558,Current,0,0
2334,1464,7,32,20220802,,12276.56,,Rejected,Employment History,,Fixed,48,,,,False,,,651,,0,0
2335,809,8,1,20231107,,1099652.83,,Rejected,Incomplete Application,,Fixed,300,,,,True,Property,1305750.21,751,,0,0
2336,3823,8,34,20220909,20221008.0,1150213.05,1116707.95,Approved,,5.47,Fixed,300,6837.57,1073833.21,42874.74,True,Property,1484719.16,726,Current,0,0
2337,3559,7,30,20220926,20221006.0,15934.87,13860.84,Approved,,11.52,Fixed,24,649.38,10886.69,2974.15,False,,,720,Current,0,0
2338,298,7,26,20230526,20230528.0,6000.4,5651.97,Approved,,6.93,Fixed,36,174.34,4720.99,930.98,False,,,683,Defaulted,0,0
2339,3188,8,4,20220202,20220207.0,347684.78,325688.33,Approved,,5.31,Fixed,240,2205.56,312951.21,12737.12,True,Property,389523.51,680,Delinquent,0,0
2340,641,7,34,20230824,20230911.0,34432.99,31541.26,Approved,,9.4,Fixed,36,1008.89,26002.78,5538.48,False,,,627,Current,0,0
2341,950,7,31,20231220,,48465.99,,Rejected,High Debt-to-Income Ratio,,Fixed,24,,,,False,,,735,,0,0
2342,2126,8,14,20231112,20231119.0,409463.14,408241.35,Approved,,7.21,Fixed,240,3216.75,329250.21,78991.14,True,Property,489067.48,713,Delinquent,2,60
2343,390,7,35,20220210,20220223.0,34105.67,29486.35,Approved,,11.27,Fixed,60,645.08,24334.38,5151.97,False,,,719,Current,0,0
2344,395,7,23,20220324,20220412.0,18474.59,16098.74,Approved,,6.34,Fixed,60,313.79,12939.77,3158.97,False,,,637,Current,0,0
2345,4250,7,41,20220725,20220804.0,49791.28,46757.0,Approved,,11.67,Fixed,48,1223.73,45615.07,1141.93,False,,,507,Current,0,0
2346,4632,8,40,20230825,20230913.0,560194.84,478024.77,Approved,,5.45,Fixed,300,2921.23,336992.43,141032.34,True,Property,639881.76,767,Current,0,0
2347,1820,7,25,20221217,20221231.0,16849.84,15386.17,Approved,,7.75,Fixed,36,480.37,12429.86,2956.31,False,,,641,Current,0,0
2348,904,9,1,20220614,20220629.0,194059.79,184892.53,Approved,,4.06,Variable,0,,151870.94,33021.59,True,Property,308498.71,610,Current,1,30
2349,4872,8,31,20221106,20221106.0,244863.05,211615.02,Approved,,4.64,Fixed,300,1193.1,159337.84,52277.18,True,Property,322338.63,735,Current,0,0
2350,2751,8,26,20220319,20220319.0,544156.33,525825.41,Approved,,4.62,Fixed,300,2958.64,402322.09,123503.32,True,Property,673439.78,648,Current,0,0
2351,638,7,2,20230802,,39504.64,,Rejected,Low Credit Score,,Fixed,36,,,,False,,,764,,0,0
2352,1828,8,18,20230406,20230418.0,1124151.8,969137.67,Approved,,7.2,Fixed,300,6973.81,778215.99,190921.68,True,Property,1366867.72,729,Current,0,0
2353,3756,8,45,20230111,,627102.0,,Rejected,High Debt-to-Income Ratio,,Fixed,300,,,,True,Property,697216.45,734,,0,0
2354,1837,8,26,20220508,20220606.0,891441.24,786201.47,Approved,,4.77,Fixed,240,5089.21,634049.79,152151.68,True,Property,1085625.35,570,Current,0,0
2355,3491,7,10,20221023,20221120.0,37942.59,35597.35,Approved,,8.77,Fixed,36,1128.18,25504.75,10092.6,False,,,776,Current,1,30
2356,3601,9,50,20220926,20221011.0,153664.39,133111.37,Approved,,6.05,Variable,0,,98373.2,34738.17,True,Property,341059.62,700,Current,2,60
2357,4540,7,48,20220721,20220809.0,41704.47,36721.43,Approved,,8.79,Fixed,36,1164.15,35086.05,1635.38,False,,,650,Current,0,0
2358,3251,9,17,20220411,20220418.0,52035.64,45508.26,Approved,,4.19,Variable,0,,34951.81,10556.45,True,Property,118191.79,691,Delinquent,0,0
2359,127,9,33,20220216,20220305.0,82345.14,75723.05,Approved,,5.23,Variable,0,,67065.37,8657.68,True,Property,198236.99,537,Delinquent,0,0
2360,195,8,42,20230101,20230116.0,292982.88,251478.73,Approved,,6.09,Fixed,300,1634.14,210061.9,41416.83,True,Property,355077.06,712,Current,0,0
2361,2018,8,47,20220815,20220907.0,323777.62,289924.76,Approved,,4.97,Fixed,240,1908.57,269593.02,20331.74,True,Property,366441.31,597,Current,0,0
2362,3019,8,8,20230215,,666876.63,,Rejected,High Debt-to-Income Ratio,,Fixed,300,,,,True,Property,820696.18,571,,0,0
2363,4877,8,20,20230329,,578706.71,,Pending,,,Fixed,300,,,,True,Property,779432.3,558,,0,0
2364,4438,8,37,20230409,,648786.27,,Pending,,,Fixed,300,,,,True,Property,829782.05,769,,0,0
2365,3741,8,18,20220430,,234324.44,,Rejected,High Debt-to-Income Ratio,,Fixed,300,,,,True,Property,260728.54,629,,0,0
2366,1905,8,25,20230505,20230508.0,518070.38,468653.4,Approved,,6.6,Fixed,300,3193.73,331048.88,137604.52,True,Property,770419.49,802,Current,0,0
2367,688,8,16,20230903,,607189.83,,Rejected,Employment History,,Fixed,240,,,,True,Property,801665.79,637,,0,0
2368,3124,8,40,20230914,20231007.0,729974.68,669998.87,Approved,,7.41,Fixed,240,5360.65,603069.99,66928.88,True,Property,861394.02,543,Current,0,0
2369,2153,8,22,20231002,20231025.0,704568.18,615446.22,Approved,,5.3,Fixed,240,4164.36,593598.42,21847.8,True,Property,904201.14,590,Current,0,0
2370,939,9,43,20230330,20230418.0,134797.06,131725.1,Approved,,6.37,Variable,0,,116693.32,15031.78,True,Property,208319.58,778,Current,0,0
2371,356,9,23,20231106,20231122.0,58668.57,57855.12,Approved,,5.35,Variable,0,,56779.78,1075.34,True,Property,120570.52,667,Current,1,30
2372,793,9,1,20231226,20231229.0,236959.03,210805.55,Approved,,4.5,Variable,0,,162762.83,48042.72,True,Property,470632.74,636,Current,0,0
2373,1678,9,3,20230307,20230311.0,102124.54,95583.63,Approved,,5.47,Variable,0,,70019.29,25564.34,True,Property,238276.2,692,Delinquent,0,0
2374,2354,9,50,20230113,20230122.0,129959.6,116533.85,Approved,,6.28,Variable,0,,109366.78,7167.07,True,Property,292985.96,720,Current,1,30
2375,1063,8,24,20221014,,1123029.14,,Rejected,Employment History,,Fixed,300,,,,True,Property,1370438.33,769,,0,0
2376,3268,9,34,20231220,20231220.0,218566.28,203229.95,Approved,,4.75,Variable,0,,198496.89,4733.06,True,Property,455897.34,795,Defaulted,0,0
2377,1293,7,27,20220922,20221006.0,14655.4,13335.35,Approved,,11.25,Fixed,48,346.28,10190.0,3145.35,False,,,651,Current,3,90
2378,1435,8,18,20220702,,249618.01,,Rejected,Insufficient Income,,Fixed,240,,,,True,Property,281797.58,573,,0,0
2379,4528,7,31,20231218,,18373.29,,Rejected,Insufficient Income,,Fixed,48,,,,False,,,646,,0,0
2380,2185,7,21,20220428,20220507.0,43234.92,41249.66,Approved,,9.84,Fixed,24,1900.42,40196.16,1053.5,False,,,700,Current,0,0
2381,2288,9,8,20220908,20220920.0,231344.04,210312.08,Approved,,5.53,Variable,0,,154480.51,55831.57,True,Property,430109.94,602,Current,0,0
2382,2129,9,12,20231006,,124703.29,,Rejected,Incomplete Application,,Variable,0,,,,True,Property,270523.32,603,,0,0
2383,2424,9,36,20220902,20220921.0,260506.72,243356.51,Approved,,7.43,Variable,0,,193493.05,49863.46,True,Property,417676.9,707,Current,0,0
2384,1492,9,21,20220210,20220225.0,143370.61,136161.63,Approved,,4.74,Variable,0,,107221.12,28940.51,True,Property,217528.75,676,Current,0,0
2385,4117,7,40,20220807,20220810.0,12743.93,11394.56,Approved,,6.78,Fixed,60,224.45,9626.54,1768.02,False,,,682,Current,1,30
2386,2166,8,6,20220228,,1173312.11,,Pending,,,Fixed,240,,,,True,Property,1434089.87,619,,0,0
2387,949,7,30,20231130,20231222.0,25694.78,24092.88,Approved,,6.42,Fixed,60,470.5,18890.27,5202.61,False,,,661,Current,0,0
2388,2564,8,50,20230325,20230423.0,1067974.43,1030537.5,Approved,,5.7,Fixed,300,6452.08,844438.02,186099.48,True,Property,1338955.25,606,Current,0,0
2389,4687,7,25,20220808,20220811.0,20187.66,17564.52,Approved,,7.02,Fixed,36,542.5,13681.49,3883.03,False,,,751,Current,2,60
2390,4829,8,41,20220420,,890013.51,,Pending,,,Fixed,240,,,,True,Property,1254049.55,762,,0,0
2391,1527,9,22,20230425,20230505.0,158017.13,143476.75,Approved,,4.62,Variable,0,,111439.89,32036.86,True,Property,375933.41,532,Current,1,30
2392,3820,9,15,20220503,20220531.0,258328.6,255977.58,Approved,,6.84,Variable,0,,227127.26,28850.32,True,Property,645786.46,605,Current,0,0
2393,4606,7,32,20230921,20231003.0,39690.94,34763.57,Approved,,7.32,Fixed,60,693.62,32008.89,2754.68,False,,,560,Current,0,0
2394,1545,7,23,20221013,,18648.16,,Rejected,Low Credit Score,,Fixed,24,,,,False,,,627,,0,0
2395,1456,7,10,20230728,20230728.0,7255.08,6716.65,Approved,,10.02,Fixed,60,142.78,6398.48,318.17,False,,,673,Current,0,0
2396,1446,7,22,20230628,20230709.0,42327.51,37008.18,Approved,,8.43,Fixed,24,1681.05,28676.16,8332.02,False,,,564,Current,0,0
2397,3926,7,9,20230321,20230416.0,5674.39,5077.67,Approved,,9.92,Fixed,48,128.59,3657.19,1420.48,False,,,606,Current,0,0
2398,4648,7,22,20220402,20220421.0,44394.31,38706.7,Approved,,7.61,Fixed,36,1205.98,37723.77,982.93,False,,,599,Paid Off,0,0
2399,1955,8,26,20231014,20231110.0,1108071.52,1034655.99,Approved,,4.58,Fixed,240,6590.51,954699.03,79956.96,True,Property,1650120.89,696,Current,2,60
2400,1552,9,3,20230823,,142589.75,,Rejected,Low Credit Score,,Variable,0,,,,True,Property,298605.84,685,,0,0
2401,3690,9,2,20230504,20230531.0,75613.71,72681.36,Approved,,4.71,Variable,0,,55262.57,17418.79,True,Property,181245.34,622,Current,0,0
2402,1289,9,33,20230113,20230123.0,121282.96,104298.75,Approved,,5.2,Variable,0,,79410.52,24888.23,True,Property,291791.49,694,Current,0,0
2403,2837,8,2,20231011,20231025.0,973240.84,925302.99,Approved,,4.43,Fixed,240,5819.02,673288.12,252014.87,True,Property,1247071.46,636,Current,0,0
2404,4783,8,24,20220528,20220623.0,597558.54,576433.45,Approved,,6.69,Fixed,300,3960.83,516908.01,59525.44,True,Property,808555.0,658,Current,0,0
2405,2227,9,28,20231121,20231130.0,199081.8,172920.55,Approved,,4.18,Variable,0,,122769.14,50151.41,True,Property,309598.06,813,Current,0,0
2406,3911,8,19,20230823,,1143966.93,,Rejected,Insufficient Income,,Fixed,240,,,,True,Property,1403693.11,787,,0,0
2407,899,8,26,20220306,20220330.0,1179849.85,1136835.25,Approved,,4.29,Fixed,240,7063.95,1016213.4,120621.85,True,Property,1581622.86,576,Delinquent,0,0
2408,1690,8,9,20220908,,322263.31,,Rejected,Employment History,,Fixed,300,,,,True,Property,357395.13,746,,0,0
2409,3608,7,42,20220303,20220330.0,9171.25,8190.62,Approved,,7.64,Fixed,36,255.31,8053.43,137.19,False,,,744,Delinquent,0,0
2410,3107,8,34,20230628,20230708.0,1193116.91,1096824.85,Approved,,7.47,Fixed,300,8084.05,1035278.03,61546.82,True,Property,1403871.65,588,Paid Off,0,0
2411,4602,8,39,20230827,,857026.08,,Rejected,Employment History,,Fixed,240,,,,True,Property,1117850.3,745,,0,0
2412,4821,8,14,20230717,,918206.21,,Pending,,,Fixed,300,,,,True,Property,1038506.25,803,,0,0
2413,3694,9,50,20230723,20230812.0,66468.62,65906.83,Approved,,7.42,Variable,0,,56104.35,9802.48,True,Property,109926.48,590,Current,0,0
2414,4486,7,3,20220205,20220226.0,9337.98,8543.1,Approved,,7.75,Fixed,36,266.73,8382.25,160.85,False,,,606,Current,0,0
2415,600,7,21,20220619,,23675.77,,Rejected,High Debt-to-Income Ratio,,Fixed,36,,,,False,,,761,,0,0
2416,1601,7,50,20220702,20220726.0,45486.78,43414.86,Approved,,8.56,Fixed,60,891.98,39680.08,3734.78,False,,,701,Current,0,0
2417,4601,9,38,20220630,20220718.0,254790.37,232632.24,Approved,,7.02,Variable,0,,218550.04,14082.2,True,Property,446395.26,724,Current,0,0
2418,2561,8,3,20230915,20231008.0,520559.47,501819.25,Approved,,6.36,Fixed,300,3344.55,490700.97,11118.28,True,Property,758132.65,707,Current,0,0
2419,3061,7,15,20230820,,37089.64,,Rejected,Employment History,,Fixed,24,,,,False,,,711,,0,0
2420,304,7,32,20220422,20220512.0,28477.19,24501.85,Approved,,11.3,Fixed,36,805.64,22244.5,2257.35,False,,,573,Current,0,0
2421,4500,8,21,20231105,20231112.0,408055.54,350637.02,Approved,,5.11,Fixed,300,2072.32,256952.64,93684.38,True,Property,575206.34,763,Current,0,0
2422,4952,8,36,20230306,,252856.08,,Rejected,Low Credit Score,,Fixed,300,,,,True,Property,323484.98,773,,0,0
2423,727,9,10,20230421,20230424.0,72246.49,66316.83,Approved,,4.82,Variable,0,,63497.85,2818.98,True,Property,130879.07,661,Delinquent,0,0
2424,3436,8,41,20231001,20231018.0,966891.72,892056.78,Approved,,5.8,Fixed,240,6288.47,724216.72,167840.06,True,Property,1234832.75,676,Current,0,0
2425,2926,8,43,20231125,20231203.0,479838.09,444763.72,Approved,,5.08,Fixed,300,2620.82,318693.84,126069.88,True,Property,548554.19,557,Current,0,0
2426,1997,8,6,20220123,20220130.0,731011.08,657406.16,Approved,,6.22,Fixed,300,4324.52,547495.31,109910.85,True,Property,1003687.13,721,Current,0,0
2427,523,7,8,20220829,20220920.0,11102.85,10543.7,Approved,,4.97,Fixed,36,315.86,8745.71,1797.99,False,,,725,Current,0,0
2428,2465,7,42,20231115,,33279.56,,Rejected,High Debt-to-Income Ratio,,Fixed,24,,,,False,,,675,,0,0
2429,1461,7,30,20231227,20231227.0,19088.37,17227.39,Approved,,6.84,Fixed,60,339.82,16021.02,1206.37,False,,,769,Current,0,0
2430,4553,8,44,20231221,20231225.0,734723.96,660714.34,Approved,,5.37,Fixed,240,4496.59,517854.11,142860.23,True,Property,821161.7,653,Current,0,0
2431,3295,8,22,20221017,20221114.0,916582.79,840994.2,Approved,,4.88,Fixed,240,5494.59,752431.4,88562.8,True,Property,1056966.74,725,Current,0,0
2432,930,8,48,20220406,,203578.0,,Rejected,Incomplete Application,,Fixed,300,,,,True,Property,225494.4,598,,0,0
2433,711,9,11,20230521,,215745.6,,Rejected,Insufficient Income,,Variable,0,,,,True,Property,499790.31,678,,0,0
2434,3682,9,27,20221016,,80993.92,,Rejected,Low Credit Score,,Variable,0,,,,True,Property,152225.01,666,,0,0
2435,4545,7,7,20230123,20230124.0,41519.44,37718.33,Approved,,11.24,Fixed,48,979.25,30388.34,7329.99,False,,,698,Current,0,0
2436,3326,7,14,20221231,20230108.0,24135.21,21035.67,Approved,,6.28,Fixed,60,409.42,19090.59,1945.08,False,,,650,Delinquent,3,90
2437,2104,9,37,20230915,20230922.0,158370.91,142856.25,Approved,,7.42,Variable,0,,109375.09,33481.16,True,Property,295882.56,669,Current,0,0
2438,2194,8,49,20230521,20230523.0,1139815.29,978901.22,Approved,,4.41,Fixed,300,5391.17,810189.61,168711.61,True,Property,1583560.53,746,Current,0,0
2439,3768,8,40,20230524,20230604.0,1105562.35,944601.04,Approved,,5.36,Fixed,240,6423.33,784355.43,160245.61,True,Property,1503185.63,645,Current,0,0
2440,3088,7,39,20220731,20220822.0,21240.59,19451.71,Approved,,8.37,Fixed,24,883.03,16229.8,3221.91,False,,,551,Delinquent,0,0
2441,1369,9,50,20231009,20231010.0,137355.87,128462.98,Approved,,5.16,Variable,0,,107834.51,20628.47,True,Property,284143.62,819,Current,0,0
2442,2275,8,8,20231013,20231021.0,346122.67,331656.1,Approved,,7.36,Fixed,240,2643.48,287152.79,44503.31,True,Property,515184.62,790,Current,0,0
2443,1663,8,31,20231201,20231220.0,707943.99,605041.12,Approved,,5.21,Fixed,240,4063.53,521918.17,83122.95,True,Property,936633.19,576,Current,1,30
2444,4549,9,43,20231003,,280842.45,,Rejected,Employment History,,Variable,0,,,,True,Property,631917.62,735,,0,0
2445,4442,7,34,20221218,20221221.0,6435.74,6307.33,Approved,,7.43,Fixed,36,195.99,5554.6,752.73,False,,,639,Current,0,0
2446,1617,8,28,20221129,20221202.0,538409.28,491997.99,Approved,,7.25,Fixed,240,3888.63,441014.84,50983.15,True,Property,612386.96,701,Current,0,0
2447,3220,7,39,20230421,20230501.0,26433.88,22835.52,Approved,,4.8,Fixed,48,523.82,17354.21,5481.31,False,,,703,Current,0,0
2448,2320,8,40,20220501,,1051588.97,,Rejected,Employment History,,Fixed,300,,,,True,Property,1545470.34,661,,0,0
2449,4451,8,25,20220203,,201243.29,,Rejected,High Debt-to-Income Ratio,,Fixed,300,,,,True,Property,242744.44,617,,0,0
2450,1562,7,26,20230415,20230505.0,45698.15,43109.15,Approved,,7.88,Fixed,60,871.62,35661.66,7447.49,False,,,624,Current,0,0
2451,610,9,45,20231110,20231120.0,91247.16,84071.41,Approved,,4.74,Variable,0,,73632.59,10438.82,True,Property,178293.67,606,Paid Off,0,0
2452,3392,9,46,20220528,20220604.0,231352.93,206636.48,Approved,,5.93,Variable,0,,160834.0,45802.48,True,Property,492547.47,613,Defaulted,0,0
2453,4960,8,20,20221226,,634939.0,,Rejected,High Debt-to-Income Ratio,,Fixed,240,,,,True,Property,838928.13,674,,0,0
2454,4992,8,6,20230630,20230716.0,460772.31,426360.1,Approved,,5.06,Fixed,300,2507.39,388006.19,38353.91,True,Property,650368.37,622,Current,0,0
2455,2328,9,27,20220303,20220303.0,180444.99,158215.48,Approved,,4.45,Variable,0,,121331.78,36883.7,True,Property,355517.14,734,Current,1,30
2456,423,7,43,20230713,20230806.0,19627.57,18961.81,Approved,,11.33,Fixed,48,493.12,13597.97,5363.84,False,,,798,Current,0,0
2457,4087,7,6,20221001,20221017.0,24928.36,23916.52,Approved,,11.97,Fixed,48,629.46,18701.08,5215.44,False,,,633,Current,0,0
2458,4028,8,45,20220324,20220411.0,661842.57,611368.3,Approved,,6.9,Fixed,240,4703.3,429120.27,182248.03,True,Property,764051.43,699,Current,0,0
2459,3661,9,13,20230426,20230524.0,163583.35,151032.15,Approved,,5.62,Variable,0,,131457.2,19574.95,True,Property,292801.04,719,Current,2,60
2460,2834,8,12,20230518,,747539.02,,Pending,,,Fixed,240,,,,True,Property,1084176.7,717,,0,0
2461,1813,8,35,20221016,20221112.0,646929.09,596389.14,Approved,,7.05,Fixed,300,4234.2,440977.02,155412.12,True,Property,902580.61,686,Current,0,0
2462,1481,8,4,20230205,20230209.0,700361.97,697463.83,Approved,,5.18,Fixed,240,4672.59,507018.03,190445.8,True,Property,828222.03,739,Current,0,0
2463,4521,9,4,20230118,20230126.0,276254.47,248908.37,Approved,,4.78,Variable,0,,201936.08,46972.29,True,Property,439705.37,718,Paid Off,0,0
2464,4557,7,42,20230619,,7047.31,,Pending,,,Fixed,24,,,,False,,,580,,0,0
2465,84,9,34,20221014,20221021.0,80419.23,73549.23,Approved,,6.67,Variable,0,,56771.92,16777.31,True,Property,186436.59,749,Current,0,0
2466,617,7,2,20220104,20220129.0,37972.19,35224.49,Approved,,11.22,Fixed,48,914.16,34839.44,385.05,False,,,750,Current,0,0
2467,3142,8,2,20220117,20220123.0,310611.89,286785.87,Approved,,4.17,Fixed,300,1540.81,207982.06,78803.81,True,Property,436881.47,618,Current,0,0
2468,780,8,12,20230723,20230807.0,681223.35,679486.31,Approved,,4.43,Fixed,240,4273.13,599372.9,80113.41,True,Property,897173.32,683,Current,2,60
2469,679,8,42,20220327,20220327.0,634773.8,613516.01,Approved,,6.09,Fixed,240,4427.33,441478.54,172037.47,True,Property,719610.11,734,Current,0,0
2470,3810,8,11,20220926,20221019.0,1010054.66,918084.82,Approved,,4.2,Fixed,300,4947.95,828255.53,89829.29,True,Property,1146534.97,663,Delinquent,0,0
2471,631,9,44,20221011,20221020.0,116445.7,99566.97,Approved,,5.67,Variable,0,,75769.24,23797.73,True,Property,271001.09,765,Current,3,90
2472,2807,9,1,20230516,20230530.0,294798.08,275377.11,Approved,,7.49,Variable,0,,225993.03,49384.08,True,Property,458559.89,869,Current,0,0
2473,4794,9,24,20221226,20230106.0,260758.42,233269.0,Approved,,6.04,Variable,0,,177385.51,55883.49,True,Property,642537.71,617,Current,0,0
2474,3679,8,3,20220828,,843049.08,,Rejected,Incomplete Application,,Fixed,240,,,,True,Property,1158088.51,569,,0,0
2475,1246,9,27,20220122,20220212.0,180480.99,166990.37,Approved,,5.67,Variable,0,,139215.66,27774.71,True,Property,406507.17,704,Current,0,0
2476,2857,8,35,20220714,20220721.0,709549.63,644115.72,Approved,,7.19,Fixed,300,4630.84,531870.61,112245.11,True,Property,925617.71,737,Current,0,0
2477,4937,7,6,20221021,20221028.0,42350.47,40629.75,Approved,,10.81,Fixed,60,879.54,33621.27,7008.48,False,,,661,Current,1,30
2478,3010,8,38,20230818,20230821.0,1127570.87,993693.87,Approved,,5.6,Fixed,240,6891.74,854821.64,138872.23,True,Property,1595657.19,796,Current,0,0
2479,245,7,27,20220918,,19948.04,,Rejected,Insufficient Income,,Fixed,60,,,,False,,,572,,0,0
2480,2125,8,37,20220915,20221003.0,946089.03,893203.27,Approved,,5.83,Fixed,240,6311.9,748175.68,145027.59,True,Property,1076830.78,735,Current,2,60
2481,4210,7,37,20231106,20231128.0,13246.52,12114.14,Approved,,8.05,Fixed,36,379.89,8531.64,3582.5,False,,,631,Current,1,30
2482,3936,7,25,20230822,20230829.0,26318.54,25734.49,Approved,,4.66,Fixed,24,1125.09,22320.54,3413.95,False,,,817,Current,0,0
2483,1850,7,16,20220304,20220318.0,47309.22,42812.65,Approved,,10.54,Fixed,24,1986.27,38549.11,4263.54,False,,,839,Delinquent,0,0
2484,1848,7,49,20231026,20231108.0,9552.26,8457.36,Approved,,5.92,Fixed,60,163.19,6755.27,1702.09,False,,,618,Delinquent,0,0
2485,3984,8,13,20231024,20231121.0,295914.45,279551.64,Approved,,4.32,Fixed,300,1525.42,255753.41,23798.23,True,Property,434700.57,636,Current,2,60
2486,321,7,31,20220706,20220725.0,33461.75,31038.7,Approved,,11.95,Fixed,36,1030.19,21789.74,9248.96,False,,,748,Paid Off,0,0
2487,402,7,11,20230718,,43591.5,,Pending,,,Fixed,36,,,,False,,,649,,0,0
2488,690,8,5,20230210,20230304.0,715161.23,697255.19,Approved,,5.44,Fixed,240,4772.73,626191.14,71064.05,True,Property,1045526.89,676,Paid Off,0,0
2489,3910,8,50,20220307,,304174.69,,Rejected,Insufficient Income,,Fixed,300,,,,True,Property,389510.43,682,,0,0
2490,3514,9,28,20220520,20220605.0,188324.52,167565.44,Approved,,5.36,Variable,0,,151187.02,16378.42,True,Property,455715.79,526,Current,0,0
2491,2543,8,29,20230208,20230218.0,541392.82,468556.0,Approved,,5.32,Fixed,240,3175.69,360805.21,107750.79,True,Property,778622.91,678,Current,0,0
2492,2677,9,3,20220623,,205078.11,,Rejected,Low Credit Score,,Variable,0,,,,True,Property,337353.06,624,,0,0
2493,4319,9,24,20231025,20231105.0,156490.69,154525.63,Approved,,7.27,Variable,0,,143690.33,10835.3,True,Property,313552.73,640,Paid Off,0,0
2494,4722,7,40,20220329,20220416.0,23731.92,22197.67,Approved,,5.75,Fixed,48,518.77,18351.12,3846.55,False,,,795,Current,0,0
2495,2467,7,20,20230426,20230523.0,26115.83,24464.71,Approved,,6.02,Fixed,48,574.78,22902.0,1562.71,False,,,579,Current,2,60
2496,716,7,45,20230205,,19350.0,,Rejected,High Debt-to-Income Ratio,,Fixed,24,,,,False,,,745,,0,0
2497,799,9,20,20220826,,154885.31,,Rejected,Low Credit Score,,Variable,0,,,,True,Property,371332.16,657,,0,0
2498,3791,8,44,20220808,20220813.0,670421.73,639121.81,Approved,,5.86,Fixed,300,4063.35,538512.69,100609.12,True,Property,908484.08,657,Current,0,0
2499,3452,9,19,20220402,20220416.0,154197.0,138700.98,Approved,,7.41,Variable,0,,126998.49,11702.49,True,Property,233425.84,743,Current,0,0
2500,3450,8,1,20230912,,210310.01,,Rejected,High Debt-to-Income Ratio,,Fixed,300,,,,True,Property,287091.75,707,,0,0
2501,279,8,31,20231026,20231118.0,582480.38,511732.05,Approved,,5.25,Fixed,300,3066.54,367642.78,144089.27,True,Property,704696.58,725,Current,1,30
2502,2792,8,43,20220510,20220606.0,324012.65,283848.99,Approved,,6.81,Fixed,300,1971.91,254773.12,29075.87,True,Property,407200.04,757,Current,0,0
2503,4347,7,23,20230209,20230216.0,34266.63,30146.23,Approved,,9.75,Fixed,60,636.82,25768.15,4378.08,False,,,653,Current,0,0
2504,1304,9,27,20220605,,142201.9,,Pending,,,Variable,0,,,,True,Property,295099.76,631,,0,0
2505,3330,9,48,20220505,,293883.8,,Rejected,Employment History,,Variable,0,,,,True,Property,648967.24,593,,0,0
2506,1421,9,27,20220614,20220622.0,205993.0,205434.94,Approved,,5.14,Variable,0,,187531.03,17903.91,True,Property,384730.11,613,Current,0,0
2507,2980,7,21,20220427,20220521.0,43168.1,39689.5,Approved,,8.37,Fixed,48,975.84,27924.93,11764.57,False,,,900,Current,0,0
2508,4640,9,31,20220709,20220801.0,107386.62,92225.79,Approved,,5.45,Variable,0,,69966.59,22259.2,True,Property,234699.36,779,Current,0,0
2509,4132,9,5,20231204,20231207.0,145908.59,139176.84,Approved,,6.34,Variable,0,,121453.79,17723.05,True,Property,249634.12,571,Current,3,90
2510,3655,7,10,20220415,,28005.16,,Pending,,,Fixed,48,,,,False,,,574,,0,0
2511,3184,8,31,20220618,20220630.0,828331.03,755173.06,Approved,,7.29,Fixed,240,5987.02,592599.82,162573.24,True,Property,1158955.4,718,Current,0,0
2512,185,8,10,20221130,,532740.94,,Rejected,Low Credit Score,,Fixed,300,,,,True,Property,741968.38,723,,0,0
