account_id,customer_id,product_id,location_id,open_date_id,close_date_id,account_status,current_balance,credit_limit,original_amount,relationship_manager_id,overdraft_limit,last_activity_date
7878,2381,3,29,20231018,,Active,184509.12,,,43,,2023-10-29
7879,2382,1,42,20210328,,Active,41163.44,,,76,500.0,2022-03-12
7880,2382,10,11,20230704,,Active,0.0,,,100,,2023-11-24
7881,2382,2,34,20200105,,Active,6475.39,,,57,,2021-05-03
7882,2383,1,27,20181208,,Active,11871.28,,,100,500.0,2021-09-14
7883,2383,2,27,20210408,,Active,43292.92,,,60,,2022-02-28
7884,2383,7,45,20211017,,Active,5101.61,,9945.42,50,,2023-07-22
7885,2384,1,9,20231111,,Active,44656.73,,,18,500.0,2023-12-28
7886,2384,10,17,20210403,,Active,0.0,,,98,,2023-01-10
7887,2384,3,6,20211107,,Active,91269.78,,,14,,2023-09-24
7888,2384,7,26,20220317,,Active,6284.06,,30899.85,45,,2023-01-09
7889,2385,1,29,20231016,,Active,22053.62,,,99,500.0,2023-10-25
7890,2385,2,21,20191210,,Active,43745.02,,,37,,2022-02-13
7891,2386,1,9,20210703,,Active,25870.25,,,42,500.0,2022-04-17
7892,2386,7,32,20211124,,Active,7919.18,,16681.12,16,,2023-05-23
7893,2386,10,36,20201014,,Active,0.0,,,98,,2023-04-30
7894,2387,1,32,20211001,,Active,33580.48,,,6,500.0,2022-11-23
7895,2387,7,18,20201022,20201204.0,Closed,13165.52,,41324.47,46,,2021-03-26
7896,2387,3,34,20231201,,Active,187840.91,,,89,,2023-12-18
7897,2388,1,8,20230331,,Active,36930.96,,,10,500.0,2023-07-24
7898,2388,7,35,20181219,,Active,2573.38,,17805.84,64,,2019-03-26
7899,2389,1,13,20210821,,Active,18030.59,,,69,500.0,2022-01-23
7900,2389,4,43,20200321,,Active,181469.27,,,68,,2023-07-30
7901,2389,10,29,20231010,,Active,0.0,,,99,,2023-11-24
7902,2390,1,3,20230111,20231123.0,Closed,41073.67,,,94,500.0,2023-09-28
7903,2390,6,36,20230430,,Active,3571.39,10000.0,,28,,2023-11-27
7904,2390,5,17,20210404,,Active,24775.47,,,67,,2022-12-17
7905,2391,1,36,20220805,,Active,24697.29,,,70,500.0,2023-03-09
7906,2391,9,3,20230519,,Active,27886.04,222833.58,,97,,2023-08-10
7907,2391,3,9,20230112,,Active,7319.3,,,39,,2023-03-22
7908,2391,7,22,20230503,,Active,1254.01,,11965.55,5,,2023-08-08
7909,2392,1,48,20231123,,Active,26667.67,,,70,500.0,2023-12-21
7910,2392,6,15,20180212,,Active,9724.41,25000.0,,61,,2018-04-28
7911,2392,3,44,20200805,,Active,195288.45,,,83,,2021-01-28
7912,2392,2,41,20230117,,Active,47003.14,,,9,,2023-04-26
7913,2393,1,21,20210127,,Active,20760.77,,,33,500.0,2023-02-04
7914,2393,6,4,20231218,,Active,395.72,5000.0,,14,,2023-12-23
7915,2393,4,49,20231107,20231204.0,Closed,26128.02,,,84,,2023-12-14
7916,2393,3,43,20230506,,Active,159113.05,,,26,,2023-07-27
7917,2394,1,12,20210219,,Active,13293.38,,,55,500.0,2021-08-31
7918,2394,2,16,20210715,,Active,47384.7,,,23,,2023-08-30
7919,2394,9,17,20190318,,Active,12052.61,128498.59,,66,,2020-02-28
7920,2395,1,40,20220208,,Active,33234.45,,,64,500.0,2023-01-26
7921,2395,7,38,20220915,,Active,16451.52,,25132.52,75,,2023-08-25
7922,2395,5,16,20190830,,Active,32650.91,,,67,,2023-04-28
7923,2396,1,17,20200205,,Active,22884.2,,,81,500.0,2021-05-17
7924,2396,8,47,20230829,,Active,230399.28,,354902.68,57,,2023-11-25
7925,2396,6,48,20210611,,Active,1605.19,2500.0,,96,,2022-09-24
7926,2396,3,28,20230922,,Active,159745.47,,,62,,2023-11-15
7927,2397,1,8,20220124,,Active,7009.98,,,97,500.0,2022-06-01
7928,2397,5,32,20220407,20221208.0,Closed,198041.68,,,30,,2022-08-05
7929,2397,8,29,20220918,,Active,398244.76,,750990.75,89,,2023-10-31
7930,2398,1,31,20200926,,Active,18520.43,,,81,500.0,2023-01-19
7931,2398,4,31,20220822,,Active,184041.62,,,85,,2023-07-26
7932,2398,6,17,20230404,,Active,1360.83,2500.0,,62,,2023-05-18
7933,2399,1,42,20220305,,Active,45296.67,,,35,500.0,2023-02-20
7934,2399,6,14,20231223,,Active,13660.03,25000.0,,36,,2023-12-25
7935,2399,7,8,20200128,,Active,21716.49,,39398.28,69,,2020-09-04
7936,2399,8,21,20220808,,Active,444432.64,,533265.94,37,,2022-11-23
7937,2399,4,28,20200208,,Active,90190.72,,,64,,2021-08-15
7938,2400,1,2,20210803,,Active,21330.52,,,88,500.0,2022-07-17
7939,2400,5,48,20170904,,Active,86356.77,,,96,,2020-12-02
7940,2400,8,9,20210814,,Active,702529.14,,816483.44,100,,2022-07-31
7941,2400,10,16,20200924,,Active,0.0,,,92,,2021-11-14
7942,2401,1,15,20220704,,Active,41475.33,,,83,500.0,2023-10-23
7943,2401,4,2,20221221,,Active,168765.8,,,45,,2023-10-11
7944,2402,1,45,20190829,,Active,32554.23,,,1,500.0,2022-10-22
7945,2402,3,37,20231213,,Active,53643.04,,,19,,2023-12-24
7946,2402,8,43,20200701,,Active,190495.08,,364272.82,56,,2021-09-05
7947,2403,1,26,20231126,,Active,41039.74,,,33,500.0,2023-12-03
7948,2403,8,30,20210601,20230907.0,Closed,394116.61,,576284.39,68,,2023-04-22
7949,2403,10,49,20220327,,Active,0.0,,,91,,2022-04-23
7950,2403,2,1,20220213,,Active,10144.18,,,1,,2023-01-26
7951,2404,1,24,20170714,,Active,37925.15,,,68,500.0,2019-05-04
7952,2404,3,30,20220123,,Active,101337.15,,,58,,2023-09-06
7953,2404,5,23,20210131,,Active,88645.14,,,70,,2021-06-08
7954,2405,1,10,20180802,,Active,31820.51,,,76,500.0,2019-05-14
7955,2405,3,22,20200824,,Active,72960.29,,,20,,2022-03-22
7956,2405,5,34,20230803,,Active,198710.71,,,86,,2023-11-27
7957,2406,1,14,20230811,,Active,5783.99,,,76,500.0,2023-10-25
7958,2406,5,19,20220512,,Active,55081.54,,,8,,2022-07-25
7959,2406,8,26,20191120,,Active,890857.59,,1082327.04,85,,2021-05-17
7960,2406,2,24,20231207,,Active,47236.05,,,91,,2023-12-18
7961,2407,1,45,20210126,,Active,24823.41,,,65,500.0,2022-03-05
7962,2407,10,32,20220111,,Active,0.0,,,62,,2022-06-02
7963,2407,3,36,20230917,,Active,30700.45,,,69,,2023-11-03
7964,2408,1,1,20211228,,Active,38600.55,,,87,500.0,2022-07-03
7965,2408,9,16,20161223,,Active,52710.43,295582.99,,79,,2022-05-16
7966,2408,5,21,20180326,,Active,66174.14,,,65,,2022-06-26
7967,2408,10,2,20210331,20220324.0,Closed,0.0,,,73,,2023-07-11
7968,2408,2,3,20170429,,Active,4362.63,,,100,,2022-05-08
7969,2409,1,26,20221125,,Active,3960.33,,,50,500.0,2023-04-15
7970,2409,10,23,20170316,,Active,0.0,,,80,,2021-07-09
7971,2409,8,21,20220112,,Active,576655.35,,652610.88,7,,2022-08-24
7972,2409,3,34,20190928,,Active,179806.18,,,6,,2022-01-18
7973,2410,1,49,20220802,,Active,16822.34,,,88,500.0,2023-07-16
7974,2410,3,39,20191207,,Active,2452.05,,,24,,2022-09-28
7975,2411,1,18,20230109,,Active,7916.8,,,69,500.0,2023-12-16
7976,2411,6,30,20210718,,Active,1748.97,2500.0,,11,,2023-04-17
7977,2411,3,45,20230214,,Active,199272.63,,,16,,2023-09-25
7978,2411,8,33,20210912,,Active,431954.42,,537403.95,47,,2022-06-30
7979,2412,1,27,20191114,,Active,4534.77,,,82,500.0,2020-09-13
7980,2412,7,8,20190829,,Active,5166.11,,41419.66,29,,2023-02-11
7981,2412,9,5,20150403,,Active,74715.97,185681.01,,82,,2022-12-04
7982,2413,1,50,20230809,,Active,31234.45,,,42,500.0,2023-10-03
7983,2413,3,44,20220419,,Active,98570.65,,,13,,2023-09-06
7984,2413,5,1,20211226,,Active,135367.83,,,36,,2022-12-03
7985,2413,6,12,20200628,,Active,365.91,1000.0,,64,,2020-09-16
7986,2414,1,15,20220218,,Active,15623.16,,,27,500.0,2022-06-24
7987,2414,3,39,20201103,,Active,41165.9,,,7,,2023-01-12
7988,2414,10,3,20210708,20211216.0,Closed,0.0,,,52,,2022-07-09
7989,2415,1,4,20160125,,Active,11391.44,,,34,500.0,2019-07-30
7990,2415,3,18,20200411,,Active,129387.09,,,7,,2020-07-01
7991,2416,1,32,20230903,,Active,40646.33,,,26,500.0,2023-09-18
7992,2416,5,7,20220308,20230502.0,Closed,144446.32,,,52,,2022-08-10
7993,2416,3,40,20211128,,Active,77156.27,,,93,,2023-09-02
7994,2417,1,34,20210609,,Active,44549.37,,,80,500.0,2021-10-24
7995,2417,3,30,20200128,,Active,198863.6,,,33,,2023-09-19
7996,2417,7,37,20221031,,Active,7298.49,,8492.0,38,,2023-06-24
7997,2417,6,45,20230630,,Active,1430.84,2500.0,,26,,2023-08-04
7998,2417,9,1,20230608,,Active,4301.01,82067.3,,25,,2023-10-19
7999,2418,1,8,20220715,,Active,14872.15,,,83,500.0,2023-06-14
8000,2418,3,42,20180409,,Active,45818.65,,,100,,2019-05-16
8001,2418,8,50,20170831,,Active,278591.03,,381824.34,96,,2023-09-18
8002,2418,4,21,20160327,,Active,41783.38,,,73,,2016-11-17
8003,2418,9,14,20200415,,Active,42271.95,90846.29,,48,,2023-05-08
8004,2419,1,11,20220502,,Active,41644.76,,,59,500.0,2023-05-16
8005,2419,5,34,20230803,,Active,53094.31,,,5,,2023-09-06
8006,2419,7,3,20230322,,Active,18821.95,,22805.6,99,,2023-09-23
8007,2419,8,20,20220730,,Active,929967.41,,952399.05,46,,2023-01-13
8008,2420,1,5,20180517,,Active,16947.98,,,58,500.0,2018-05-22
8009,2420,4,20,20220901,,Active,60102.64,,,97,,2023-11-14
8010,2420,7,17,20210616,,Active,3858.52,,13221.7,69,,2023-10-15
8011,2420,10,35,20210417,,Active,0.0,,,61,,2021-06-30
8012,2421,1,17,20191001,,Active,15866.7,,,69,500.0,2020-03-01
8013,2421,2,31,20171127,,Active,47523.23,,,6,,2018-12-15
8014,2421,10,39,20190330,,Active,0.0,,,5,,2020-02-10
8015,2422,1,10,20210402,,Active,30759.03,,,66,500.0,2023-03-24
8016,2422,9,1,20231224,,Active,21421.91,281646.36,,67,,2023-12-27
8017,2422,3,45,20220129,,Active,183482.32,,,85,,2023-06-26
8018,2422,10,19,20211103,,Active,0.0,,,50,,2022-05-22
8019,2423,1,3,20210112,,Active,26753.17,,,93,500.0,2021-02-06
8020,2423,4,34,20220520,,Active,163916.17,,,2,,2022-09-29
8021,2423,5,49,20181024,,Active,124572.08,,,79,,2019-05-04
8022,2423,9,6,20221025,,Active,50433.65,183275.73,,84,,2022-11-06
8023,2423,6,27,20210930,,Active,6486.3,10000.0,,61,,2022-12-07
8024,2424,1,41,20220321,,Active,49527.0,,,89,500.0,2022-09-11
8025,2424,2,32,20170515,,Active,2658.88,,,24,,2021-09-09
8026,2424,6,4,20200830,,Active,4636.28,10000.0,,98,,2020-09-25
8027,2425,1,37,20190307,,Active,36918.72,,,69,500.0,2021-06-17
8028,2425,4,49,20191130,20231229.0,Closed,155857.99,,,69,,2023-02-13
8029,2426,1,25,20211013,,Active,22386.52,,,80,500.0,2023-03-28
8030,2426,10,19,20220419,,Active,0.0,,,100,,2022-07-25
8031,2426,7,24,20220312,,Active,5419.73,,41864.82,69,,2023-07-10
8032,2426,3,36,20200511,,Active,44158.18,,,40,,2023-05-05
8033,2426,5,28,20190818,,Active,168529.85,,,6,,2022-07-12
8034,2427,1,24,20210711,,Active,15035.64,,,10,500.0,2022-11-23
8035,2427,7,4,20200326,,Active,12661.5,,24586.16,88,,2023-12-10
8036,2428,1,15,20200925,,Active,27031.21,,,75,500.0,2023-08-09
8037,2428,2,42,20211109,,Active,41205.48,,,98,,2022-02-14
8038,2428,9,39,20190602,,Active,111603.34,296157.58,,13,,2019-09-16
8039,2429,1,50,20170105,,Active,2318.74,,,22,500.0,2021-01-11
8040,2429,6,34,20170813,,Active,540.48,5000.0,,62,,2019-07-14
8041,2429,5,21,20211027,,Active,197381.74,,,79,,2023-10-26
8042,2430,1,36,20180913,,Active,24435.73,,,15,500.0,2023-09-01
8043,2430,2,7,20180417,20190628.0,Closed,37171.79,,,32,,2022-05-14
8044,2430,9,18,20191211,20231020.0,Closed,76964.42,159680.95,,13,,2023-02-01
8045,2431,1,39,20211117,,Active,46934.11,,,50,500.0,2023-04-30
8046,2431,5,47,20220320,,Active,16311.11,,,93,,2023-09-29
8047,2432,1,24,20220411,,Active,6083.67,,,11,500.0,2022-10-13
8048,2432,4,17,20211122,,Active,27289.67,,,28,,2022-11-20
8049,2432,5,11,20211203,,Active,55739.14,,,82,,2023-08-27
8050,2433,1,15,20210405,,Active,16603.93,,,70,500.0,2023-08-19
8051,2433,10,24,20220413,,Active,0.0,,,21,,2022-04-26
8052,2433,6,39,20180315,,Active,5071.17,10000.0,,98,,2023-05-23
8053,2433,2,17,20190620,,Active,32032.88,,,14,,2019-08-14
8054,2434,1,12,20211206,,Active,27228.1,,,67,500.0,2023-09-07
8055,2434,5,9,20201005,,Active,47654.21,,,26,,2021-07-31
8056,2434,7,40,20200607,,Active,8280.87,,45499.75,45,,2021-05-15
8057,2434,10,7,20230707,,Active,0.0,,,89,,2023-10-05
8058,2435,1,3,20201108,,Active,30388.65,,,68,500.0,2021-07-21
8059,2435,10,50,20231112,,Active,0.0,,,50,,2023-11-22
8060,2435,9,1,20180422,,Active,48906.83,115817.42,,87,,2018-07-18
8061,2436,1,44,20210728,,Active,38473.38,,,81,500.0,2022-04-26
8062,2436,6,2,20220805,,Active,691.75,1000.0,,69,,2022-09-19
8063,2436,5,5,20200731,,Active,37319.34,,,15,,2023-10-13
8064,2437,1,50,20190817,20230509.0,Closed,49403.9,,,38,500.0,2020-03-29
8065,2437,7,6,20180224,,Active,19230.79,,44139.06,82,,2022-11-26
8066,2438,1,50,20210304,,Active,18014.77,,,45,500.0,2021-11-25
8067,2438,3,6,20180611,,Active,105392.84,,,37,,2019-03-27
8068,2439,1,36,20191212,,Active,17264.01,,,59,500.0,2021-09-06
8069,2439,9,31,20190913,,Active,52460.0,210407.72,,99,,2020-04-14
8070,2439,6,15,20190910,20210713.0,Closed,28053.28,50000.0,,39,,2022-02-12
8071,2440,1,13,20221216,,Active,22410.4,,,11,500.0,2023-09-01
8072,2440,6,23,20220525,,Active,401.81,1000.0,,58,,2023-02-06
8073,2440,9,42,20231130,,Active,4431.57,142191.47,,92,,2023-12-26
8074,2440,5,30,20230721,,Active,65760.93,,,7,,2023-08-10
8075,2441,1,14,20170603,,Active,3886.54,,,75,500.0,2020-04-28
8076,2441,6,6,20150801,,Active,1475.4,2500.0,,73,,2017-03-17
8077,2441,9,44,20171217,,Active,69904.05,181590.58,,85,,2023-06-17
8078,2441,8,15,20221027,,Active,770197.56,,834071.21,5,,2023-02-10
8079,2442,1,47,20210503,,Active,16743.72,,,8,500.0,2021-12-15
8080,2442,7,8,20160813,,Active,11611.82,,33761.28,34,,2020-12-31
8081,2442,2,21,20181028,,Active,24809.63,,,4,,2020-01-24
8082,2443,1,23,20221020,,Active,16720.92,,,98,500.0,2023-08-10
8083,2443,3,36,20170902,,Active,50295.37,,,48,,2020-01-10
8084,2444,1,18,20230215,,Active,4422.94,,,33,500.0,2023-06-20
8085,2444,3,21,20191102,,Active,89969.89,,,71,,2021-10-13
8086,2444,9,40,20201231,,Active,108050.33,231834.25,,60,,2022-05-11
8087,2445,1,2,20210615,,Active,38325.54,,,66,500.0,2022-03-27
8088,2445,8,32,20230425,,Active,874134.04,,896947.71,34,,2023-07-21
8089,2445,4,48,20211225,,Active,153875.8,,,91,,2023-09-01
8090,2445,10,11,20220812,,Active,0.0,,,6,,2023-01-27
8091,2446,1,45,20210309,,Active,40089.99,,,84,500.0,2022-04-25
8092,2446,6,39,20170213,,Active,379.86,5000.0,,2,,2021-03-29
8093,2446,3,33,20181102,,Active,89533.04,,,56,,2021-03-23
8094,2447,1,25,20201204,,Active,49114.46,,,23,500.0,2023-06-19
8095,2447,5,41,20171020,,Active,45876.98,,,24,,2023-10-10
8096,2447,2,6,20231005,,Active,47171.72,,,31,,2023-11-21
8097,2447,6,30,20181002,,Active,721.11,25000.0,,36,,2019-10-07
8098,2448,1,5,20210908,,Active,21711.65,,,17,500.0,2022-01-05
8099,2448,9,49,20201003,,Active,95636.59,235533.61,,97,,2023-09-08
8100,2448,3,38,20220418,,Active,24511.47,,,44,,2023-08-03
8101,2448,10,8,20220310,20221106.0,Closed,0.0,,,87,,2022-10-28
8102,2449,1,39,20211209,,Active,10169.47,,,61,500.0,2022-12-21
8103,2449,6,7,20220614,,Active,13328.1,50000.0,,58,,2022-09-23
8104,2449,9,50,20230905,,Active,91792.17,284685.12,,90,,2023-12-09
8105,2449,7,19,20220113,,Active,13737.84,,21322.41,88,,2022-07-31
8106,2450,1,30,20170508,,Active,4624.18,,,29,500.0,2019-03-24
8107,2450,6,30,20210908,,Active,22301.18,50000.0,,82,,2022-02-23
8108,2450,8,49,20220825,,Active,236233.95,,266912.43,69,,2023-09-08
8109,2451,1,35,20220611,,Active,40912.23,,,74,500.0,2022-10-15
8110,2451,4,40,20230312,,Active,156278.89,,,23,,2023-06-07
8111,2451,5,33,20220305,20220624.0,Closed,175487.44,,,22,,2022-05-15
8112,2451,2,24,20220313,,Active,10476.4,,,41,,2023-06-04
8113,2452,1,32,20210527,,Active,16718.22,,,71,500.0,2022-05-18
8114,2452,5,1,20210323,,Active,184995.62,,,96,,2021-09-05
8115,2452,4,41,20211017,,Active,14316.37,,,34,,2022-05-13
8116,2452,8,50,20221024,,Active,909332.87,,1002293.59,40,,2023-10-31
8117,2453,1,25,20201128,,Active,32934.83,,,80,500.0,2022-11-15
8118,2453,8,33,20200921,,Active,361535.65,,467784.49,27,,2021-08-06
8119,2454,1,8,20221007,,Active,29230.58,,,89,500.0,2023-03-14
8120,2454,2,45,20231220,,Active,17753.48,,,98,,2023-12-28
8121,2454,9,17,20221011,,Active,85661.2,294097.16,,27,,2023-07-26
8122,2454,4,10,20230322,,Active,97326.37,,,76,,2023-08-12
8123,2455,1,40,20201113,,Active,36594.89,,,51,500.0,2021-11-26
8124,2455,3,34,20230601,20231227.0,Closed,111195.51,,,76,,2023-07-15
8125,2455,9,46,20210401,,Active,57893.75,158754.36,,93,,2022-05-02
8126,2456,1,33,20200402,,Active,23791.07,,,85,500.0,2023-12-22
8127,2456,6,21,20211026,,Active,7499.09,15000.0,,56,,2021-10-30
8128,2456,3,11,20230520,20230622.0,Closed,190875.91,,,16,,2023-10-29
8129,2456,5,27,20230129,,Active,180257.55,,,24,,2023-03-17
8130,2456,4,14,20210609,,Active,197951.3,,,29,,2022-02-04
8131,2457,1,47,20221114,,Active,42733.9,,,62,500.0,2023-01-10
8132,2457,5,32,20220829,,Active,167611.84,,,94,,2023-06-09
8133,2457,10,29,20230102,,Active,0.0,,,74,,2023-11-17
8134,2457,2,38,20210206,,Active,27728.88,,,3,,2021-11-03
8135,2458,1,18,20221202,,Active,25711.71,,,72,500.0,2022-12-28
8136,2458,10,24,20220814,,Active,0.0,,,89,,2022-08-20
8137,2458,6,36,20231130,,Active,8606.64,15000.0,,14,,2023-12-25
8138,2458,7,11,20230905,,Active,6923.4,,10912.85,37,,2023-11-18
8139,2459,1,37,20201002,,Active,8369.28,,,4,500.0,2023-04-13
8140,2459,6,7,20211030,,Active,748.12,5000.0,,40,,2022-06-20
8141,2459,5,43,20220814,,Active,168464.55,,,2,,2023-07-29
8142,2460,1,29,20200101,,Active,36807.93,,,62,500.0,2022-05-12
8143,2460,7,19,20220424,,Active,11177.14,,40446.27,8,,2022-07-09
8144,2460,10,45,20191230,,Active,0.0,,,53,,2020-07-04
8145,2461,1,16,20191113,,Active,32830.91,,,66,500.0,2022-08-20
8146,2461,7,27,20210730,,Active,8185.22,,28855.52,54,,2023-09-27
8147,2461,2,26,20210830,,Active,27460.7,,,26,,2023-05-31
8148,2461,4,41,20230925,,Active,72118.33,,,63,,2023-11-07
8149,2461,5,27,20221005,,Active,89263.18,,,59,,2023-06-02
8150,2462,1,3,20200612,,Active,37786.25,,,25,500.0,2021-08-09
8151,2462,8,17,20210831,,Active,471267.09,,889856.49,35,,2022-04-04
8152,2462,4,35,20200429,,Active,122829.83,,,75,,2020-12-07
8153,2463,1,31,20190921,20200628.0,Closed,46835.19,,,80,500.0,2023-04-27
8154,2463,7,29,20201128,,Active,2442.46,,11813.86,68,,2022-07-03
8155,2463,2,27,20200403,,Active,30854.32,,,16,,2021-02-18
8156,2464,1,43,20210102,,Active,30668.97,,,96,500.0,2021-08-13
8157,2464,10,5,20211014,,Active,0.0,,,73,,2022-07-15
8158,2464,4,5,20180907,,Active,29024.13,,,1,,2020-11-20
8159,2464,6,41,20190210,,Active,3753.47,50000.0,,51,,2023-04-30
8160,2465,1,33,20230410,,Active,42144.83,,,71,500.0,2023-04-18
8161,2465,4,11,20201031,,Active,5044.46,,,55,,2021-01-09
8162,2465,3,7,20231024,,Active,95132.71,,,36,,2023-11-15
8163,2465,10,47,20210319,,Active,0.0,,,11,,2021-11-11
8164,2466,1,12,20231108,,Active,22292.41,,,50,500.0,2023-11-16
8165,2466,8,31,20180518,20210917.0,Closed,684817.81,,1121640.84,72,,2022-09-26
8166,2466,5,30,20230223,,Active,25724.31,,,3,,2023-08-29
8167,2466,2,4,20200830,,Active,26979.97,,,9,,2021-11-26
8168,2467,1,1,20170506,,Active,18039.56,,,37,500.0,2022-03-12
8169,2467,2,31,20190810,,Active,28311.01,,,43,,2022-01-09
8170,2467,8,45,20180429,,Active,303498.25,,517949.18,56,,2018-08-14
8171,2468,1,23,20210909,,Active,46941.15,,,59,500.0,2022-03-05
8172,2468,6,5,20230107,20231125.0,Closed,20801.83,50000.0,,80,,2023-05-30
8173,2468,3,39,20220901,20230117.0,Closed,195036.21,,,72,,2022-10-19
8174,2469,1,14,20230403,,Active,33471.82,,,67,500.0,2023-09-18
8175,2469,7,2,20190405,,Active,4385.64,,8427.29,33,,2022-07-04
8176,2469,3,38,20190402,,Active,157359.43,,,43,,2021-08-29
8177,2469,5,41,20190513,,Active,41855.09,,,73,,2020-12-18
8178,2470,1,6,20200519,,Active,32679.18,,,64,500.0,2022-07-21
8179,2470,6,6,20210707,,Active,2716.05,15000.0,,44,,2023-09-30
8180,2470,7,7,20220901,,Active,20308.44,,47312.5,97,,2023-12-18
8181,2471,1,14,20210604,,Active,4343.71,,,53,500.0,2022-08-23
8182,2471,7,26,20210709,,Active,8778.71,,14034.33,93,,2022-12-05
8183,2471,8,32,20231030,,Active,242344.18,,306379.89,49,,2023-12-14
8184,2471,3,15,20220216,,Active,39693.2,,,19,,2022-09-05
8185,2472,1,5,20220728,,Active,18770.61,,,37,500.0,2023-08-13
8186,2472,4,17,20220510,,Active,30178.28,,,43,,2023-04-06
8187,2472,9,34,20220217,,Active,38389.6,180331.67,,76,,2022-03-23
8188,2473,1,3,20230427,20230901.0,Closed,19753.39,,,58,500.0,2023-07-12
8189,2473,7,5,20180311,,Active,9740.0,,30869.94,58,,2019-04-05
8190,2473,10,43,20200114,20210918.0,Closed,0.0,,,7,,2022-08-14
8191,2473,3,34,20201120,,Active,109275.56,,,73,,2021-10-01
8192,2474,1,42,20220408,,Active,3244.52,,,4,500.0,2023-12-01
8193,2474,9,49,20220120,,Active,52417.3,256383.97,,51,,2023-07-24
8194,2474,7,9,20230211,20230901.0,Closed,3581.02,,5301.66,71,,2023-08-15
8195,2474,5,28,20230503,,Active,134332.72,,,7,,2023-07-17
8196,2474,6,47,20230904,,Active,9583.94,50000.0,,100,,2023-10-15
8197,2475,1,4,20230805,,Active,44000.11,,,56,500.0,2023-12-13
8198,2475,9,25,20210922,,Active,51570.87,275064.36,,66,,2023-02-18
8199,2475,7,20,20230409,,Active,9999.9,,41593.99,28,,2023-10-26
8200,2475,8,6,20231227,,Active,487553.98,,652264.2,85,,2023-12-29
8201,2476,1,45,20201214,20230809.0,Closed,1056.74,,,71,500.0,2022-05-13
8202,2476,10,25,20200906,,Active,0.0,,,97,,2021-06-02
8203,2476,3,24,20220415,,Active,147319.79,,,58,,2023-12-22
8204,2476,4,28,20220728,,Active,181755.29,,,77,,2023-03-08
8205,2477,1,48,20201010,,Active,9994.77,,,34,500.0,2022-12-08
8206,2477,10,34,20230907,,Active,0.0,,,88,,2023-11-12
8207,2478,1,1,20180228,,Active,10667.26,,,41,500.0,2018-10-16
8208,2478,6,30,20160109,,Active,6848.77,10000.0,,79,,2022-12-17
8209,2479,1,17,20180905,,Active,42704.4,,,52,500.0,2019-05-10
8210,2479,7,1,20190803,,Active,5455.66,,13806.91,71,,2023-03-18
8211,2479,9,4,20151210,,Active,61762.64,141026.28,,83,,2017-07-31
8212,2479,4,38,20210116,,Active,194351.7,,,71,,2022-04-10
8213,2480,1,11,20210225,,Active,47431.27,,,69,500.0,2021-11-17
8214,2480,3,47,20230915,,Active,79510.21,,,84,,2023-10-06
8215,2481,1,5,20210925,,Active,42171.46,,,1,500.0,2021-09-29
8216,2481,9,15,20220926,,Active,4183.32,62429.43,,91,,2023-03-29
8217,2481,8,4,20230216,,Active,1077902.39,,1133390.68,85,,2023-07-24
8218,2481,10,15,20230920,,Active,0.0,,,9,,2023-09-24
8219,2482,1,35,20200627,,Active,47462.9,,,79,500.0,2023-09-20
8220,2482,10,22,20180510,,Active,0.0,,,27,,2018-09-15
8221,2482,5,37,20170617,,Active,125063.92,,,91,,2017-12-29
8222,2482,7,26,20220915,,Active,28438.66,,48347.74,46,,2023-07-14
8223,2482,9,4,20220517,,Active,20470.95,123612.89,,49,,2022-10-30
8224,2483,1,38,20190922,,Active,30472.95,,,74,500.0,2023-05-17
8225,2483,9,45,20210605,,Active,37465.55,103118.23,,68,,2023-11-07
8226,2483,10,8,20190310,,Active,0.0,,,75,,2020-03-13
8227,2484,1,45,20200930,20211018.0,Closed,38549.87,,,83,500.0,2023-03-17
8228,2484,2,39,20230820,,Active,34749.86,,,27,,2023-08-26
8229,2484,10,18,20201202,,Active,0.0,,,11,,2022-02-20
8230,2485,1,36,20230219,,Active,44371.46,,,74,500.0,2023-10-26
8231,2485,5,21,20210324,,Active,85846.61,,,76,,2023-12-10
8232,2485,4,25,20170505,,Active,34495.65,,,54,,2019-02-03
8233,2486,1,45,20220511,,Active,22478.23,,,58,500.0,2023-04-19
8234,2486,6,30,20191029,,Active,696.58,1000.0,,89,,2022-03-01
8235,2487,1,31,20210812,20221130.0,Closed,42337.59,,,18,500.0,2023-06-17
8236,2487,5,8,20230729,,Active,27634.15,,,60,,2023-11-05
8237,2487,9,14,20221007,,Active,85417.13,282495.86,,87,,2022-11-27
8238,2487,7,20,20231225,,Active,7065.04,,8364.44,72,,2023-12-29
8239,2488,1,10,20190921,,Active,12065.45,,,43,500.0,2021-02-04
8240,2488,6,19,20180910,,Active,662.57,2500.0,,37,,2022-04-10
8241,2488,9,23,20191022,,Active,80352.77,257299.85,,87,,2023-09-12
8242,2488,5,34,20171116,,Active,130214.85,,,6,,2022-04-22
8243,2488,10,48,20161024,,Active,0.0,,,5,,2021-04-22
8244,2489,1,24,20210831,,Active,32307.83,,,19,500.0,2022-11-30
8245,2489,10,20,20211126,,Active,0.0,,,71,,2022-03-27
8246,2489,2,49,20230603,,Active,22183.21,,,86,,2023-10-13
8247,2490,1,31,20220821,,Active,48487.53,,,70,500.0,2023-04-21
8248,2490,6,28,20221218,,Active,31979.92,50000.0,,66,,2023-10-31
8249,2491,1,23,20230622,,Active,41116.52,,,89,500.0,2023-12-14
